,outgoing_0,outgoing_1,outgoing_2,outgoing_3,outgoing_4,ingoing_0,ingoing_1,ingoing_2,ingoing_3,ingoing_4,balance_0,balance_1,balance_2,balance_3,balance_4,y_outgoing,y_ingoing,y_balance
14,-1094.91,-578.12,-2091.2900000000004,-1374.5399999999997,-604.27,1410.2,208.9,2303.7,1111.03,573.6,49222.529999999955,55377.759999999944,53467.05999999997,55473.77999999995,53134.209999999985,-426.29999999999995,116.59,56098.10999999995
15,-980.2900000000001,-588.92,-2080.4900000000002,-1374.5399999999997,-772.5200000000001,1410.2,208.9,2303.7,1111.03,923.6,49537.819999999956,55008.53999999995,53679.46999999997,55210.269999999946,53103.539999999986,-530.39,116.59,55788.39999999996
16,-963.3900000000001,-588.92,-2124.5900000000006,-1452.1399999999999,-652.62,1410.2,208.9,2303.7,1111.03,923.6,49967.72999999997,54628.519999999946,53902.67999999997,54946.759999999944,53254.61999999998,-547.2900000000001,116.59,55374.59999999996
17,-963.3900000000001,-588.92,-2158.6900000000005,-1418.04,-652.62,1410.2,208.9,2303.7,1111.03,923.6,50414.539999999964,54248.49999999995,54081.789999999964,54605.649999999936,53525.59999999998,-546.2900000000001,116.59,54943.89999999996
18,-962.0900000000001,-638.9699999999999,-2176.21,-1350.47,-652.62,1410.2,208.9,2303.7,1111.03,923.6,50861.34999999996,53868.479999999945,54226.79999999997,54298.639999999934,53796.57999999997,-547.59,116.59,54514.19999999996
19,-888.8900000000001,-654.75,-2860.43,-650.47,-901.44,1410.2,208.9,3303.7,111.03,923.6,51309.45999999996,53438.409999999945,54354.289999999964,54059.19999999994,54067.559999999976,-618.39,116.59,54083.19999999996
20,-751.8800000000001,-2151.4700000000003,-1821.87,-1477.0699999999997,-142.29000000000002,695.0,1835.0,1770.0,385.0,1300.0,35840.120000000024,31345.73000000002,25889.330000000034,21851.97000000002,18613.430000000008,-509.76,527.0,36794.77000000003
21,-751.8800000000001,-2498.55,-1474.79,-1477.0699999999997,-142.29000000000002,695.0,2185.0,1420.0,385.0,1300.0,35783.24000000002,31029.26000000002,25837.460000000036,20759.90000000002,19771.140000000007,-509.76,527.0,36812.01000000004
22,-751.8800000000001,-2675.99,-1297.35,-1477.0699999999997,-142.29000000000002,695.0,2285.0,1320.0,385.0,1300.0,35726.36000000003,30715.71000000002,25782.670000000035,19667.83000000002,20928.850000000006,-509.76,527.0,36829.25000000004
23,-855.77,-2572.1,-1297.35,-1480.1799999999996,-139.18,790.0,2190.0,1320.0,385.0,1300.0,35669.48000000003,30324.720000000023,25805.320000000032,18575.76000000002,22086.560000000005,-509.76,527.0,36846.49000000004
24,-897.6300000000001,-2527.8199999999997,-1296.75,-1480.1799999999996,-142.31,790.0,2290.0,1220.0,385.0,1300.0,35603.710000000036,29942.62000000002,25827.97000000003,17480.58000000002,23247.38000000001,-457.71,527.0,36863.73000000004
25,-988.94,-2439.59,-1293.67,-1480.1799999999996,-201.51,940.0,2140.0,1220.0,385.0,1350.0,35496.08000000004,29704.80000000002,25751.22000000003,16385.40000000002,24405.07000000001,-350.28999999999996,527.0,36933.02000000004
26,-1222.96,-2205.57,-1293.67,-1480.1799999999996,-201.51,1175.0,1905.0,1220.0,1485.0,250.0,35447.140000000036,29405.21000000002,25677.55000000003,15290.22000000002,25553.560000000012,-318.9,527.0,37109.73000000004
27,-920.0400000000001,-2205.57,-1302.99,-1496.6499999999999,-175.72,930.0,1905.0,1220.0,1485.0,250.0,35399.18000000004,29104.640000000018,25603.880000000026,15295.040000000019,25602.050000000014,-589.25,537.0,37317.830000000045
28,-751.0600000000001,-2205.57,-1334.07,-1465.57,-175.72,790.0,1905.0,1220.0,1485.0,250.0,35409.140000000036,28804.070000000018,25520.890000000025,15283.39000000002,25676.330000000016,-758.23,677.0,37265.58000000004
29,-904.0100000000001,-3034.63,-334.07,-1465.57,-175.72,790.0,2905.0,220.0,1485.0,250.0,35448.08000000003,28503.50000000002,25406.82000000002,15302.82000000002,25750.61000000002,-744.72,642.0,37184.350000000035
30,-904.0100000000001,-3052.62,-316.08,-1465.57,-175.72,790.0,2905.0,330.0,1375.0,250.0,35334.070000000036,28373.870000000017,25292.750000000022,15322.25000000002,25824.89000000002,-713.23,627.0,37081.63000000003
31,-1058.91,-2897.72,-316.08,-1465.57,-175.72,890.0,2805.0,330.0,1375.0,250.0,35220.060000000034,28226.25000000002,25306.67000000002,15231.68000000002,25899.170000000024,-713.23,627.0,36995.40000000003
32,-1058.91,-2869.73,-314.08,-1465.57,-222.91,890.0,2805.0,330.0,1375.0,250.0,35051.15000000003,28133.530000000017,25320.590000000022,15141.110000000019,25973.450000000026,-743.22,627.0,36909.170000000035
33,-1872.5200000000002,-1958.13,-314.08,-1473.36,-415.12,1710.0,1805.0,330.0,1475.0,400.0,34882.24000000003,28068.800000000017,25336.510000000024,15050.540000000017,26000.54000000003,-841.21,807.0,36792.95000000004
34,-1772.6900000000003,-1952.96,-314.08,-1473.36,-415.12,1610.0,1805.0,330.0,1475.0,400.0,34719.72000000002,27915.670000000016,25352.430000000026,15052.180000000017,25985.420000000027,-916.8800000000001,852.0,36758.74000000004
35,-1772.6900000000003,-1952.96,-314.68,-1577.76,-310.12,1610.0,1805.0,330.0,1525.0,350.0,34557.03000000002,27767.710000000014,25368.350000000028,15053.820000000014,25970.30000000003,-895.8800000000001,832.0,36693.86000000004
36,-1772.6900000000003,-1952.96,-419.68,-1472.76,-339.81,1610.0,1805.0,430.0,1425.0,380.0,34394.34000000002,27619.750000000015,25383.670000000027,15001.060000000016,26010.180000000026,-880.8900000000001,822.0,36629.980000000025
37,-1772.6900000000003,-1962.9599999999998,-461.68,-1420.76,-339.81,1610.0,1805.0,460.0,1395.0,380.0,34231.650000000016,27471.79000000001,25393.990000000027,14953.300000000017,26050.370000000024,-880.8900000000001,822.0,36571.090000000026
38,-7774.649999999999,-830.31,-8907.550000000001,-8343.56,-209.88,7772.0,906.0,5496.0,11792.0,441.74,-87606.98000000013,-20532.17000000005,-41983.85000000006,-31765.020000000048,-15241.100000000042,-15866.109999999997,15861.36,-58238.22000000011
39,-7774.649999999999,-830.31,-8918.300000000001,-8332.81,-209.88,7772.0,906.0,5496.0,11792.0,441.74,-87609.63000000012,-20456.48000000005,-45395.40000000006,-28316.580000000053,-15009.240000000042,-15866.109999999997,15861.36,-58242.9700000001
40,-7774.649999999999,-830.31,-9123.1,-8128.01,-209.88,7772.0,906.0,5496.0,11792.0,441.74,-87612.28000000012,-20380.79000000005,-48817.700000000055,-24857.39000000005,-14777.380000000041,-15866.109999999997,15861.36,-58247.7200000001
41,-7776.939999999999,-828.02,-11348.960000000001,-5902.15,-209.88,7772.0,906.0,11392.0,5896.0,441.74,-87614.93000000011,-20305.100000000053,-52444.800000000054,-21193.400000000052,-14545.52000000004,-15866.109999999997,15861.36,-58252.4700000001
42,-7776.939999999999,-828.02,-11408.660000000002,-5842.45,-209.88,7772.0,906.0,11392.0,5896.0,441.74,-87619.87000000011,-20227.120000000054,-52401.76000000005,-21199.55000000005,-14313.66000000004,-15866.109999999997,15861.36,-58257.2200000001
43,-7776.939999999999,-833.51,-11736.560000000001,-5718.94,0.0,7772.0,906.0,11392.0,6116.0,221.74,-87624.81000000011,-20149.14000000005,-52418.42000000005,-21146.000000000055,-14081.80000000004,-15866.109999999997,15861.36,-58261.9700000001
44,-7776.939999999999,-835.8000000000001,-11896.77,-5556.44,0.0,7772.0,906.0,11392.0,6116.0,221.74,-87629.75000000012,-20076.65000000005,-52762.98000000005,-20748.94000000005,-13860.060000000038,-15866.109999999997,15861.36,-58266.7200000001
45,-7776.939999999999,-885.8100000000001,-11971.76,-5431.44,0.0,7772.0,906.0,11392.0,6116.0,221.74,-87634.6900000001,-20006.450000000048,-53267.75000000005,-20189.380000000052,-13638.320000000038,-15866.109999999997,15861.36,-58271.4700000001
46,-7776.939999999999,-983.23,-12062.739999999998,-5243.04,0.0,7772.0,906.0,11392.0,6116.0,221.74,-87639.6300000001,-19986.260000000046,-53847.510000000046,-19504.82000000005,-13416.580000000038,-15866.109999999997,15861.36,-58276.2200000001
47,-7802.799999999998,-1019.8399999999999,-17022.440000000002,-220.87,0.0,7772.0,906.0,17288.0,220.0,221.74,-87644.57000000011,-20063.49000000004,-54518.250000000044,-18631.86000000005,-13194.840000000038,-15761.209999999997,15861.36,-58280.9700000001
48,-8242.91,-783.31,-16818.86,-220.87,0.0,7772.0,906.0,17288.0,220.0,221.74,-87675.3700000001,-20177.33000000004,-54252.690000000046,-18632.73000000005,-12973.100000000039,-15617.769999999997,15861.36,-58180.8200000001
49,-8398.21,-1080.54,-16360.84,-220.87,0.0,8522.0,156.0,17288.0,220.0,221.74,-88146.28000000009,-20054.64000000004,-53783.55000000005,-18633.60000000005,-12751.360000000039,-11493.98,15776.16,-57937.230000000105
50,-10810.68,-3585.87,-1115.85,-1478.5,-668.94,1504.0,4904.0,14504.0,1504.0,1167.87,-203595.1600000001,-335589.62999999995,-52045.500000000015,60802.10000000002,42572.53000000001,-3957.12,1184.24,-37683.120000000024
51,-10810.68,-3585.87,-1115.85,-1478.5,-668.94,1504.0,14904.0,4504.0,1504.0,1167.87,-212901.84000000008,-334271.49999999994,-38657.35000000001,60827.60000000002,43071.460000000014,-3957.12,1184.24,-40456.00000000003
52,-10510.68,-3985.87,-715.85,-1478.5,-668.94,1504.0,14904.0,4504.0,1504.0,1167.87,-222208.52000000008,-322953.36999999994,-35269.20000000002,60853.10000000002,43570.390000000014,-4257.12,1184.24,-43228.88000000003
53,-10510.68,-3985.87,-723.35,-1471.0,-668.94,1504.0,14904.0,4508.0,1500.0,1167.87,-231215.20000000007,-312035.23999999993,-31481.050000000014,60878.60000000001,44069.32000000001,-4257.12,1184.24,-46301.760000000024
54,-10510.68,-3985.87,-723.35,-1721.0,-418.94,1504.0,14904.0,4508.0,1500.0,1167.87,-240221.8800000001,-301117.1099999999,-27696.400000000012,60907.60000000001,44568.25000000001,-3949.62,1184.24,-49374.64000000003
55,-10510.68,-3985.87,-715.85,-1978.5,-161.44,1504.0,14904.0,4504.0,1504.0,1163.87,-249228.56000000008,-290198.9799999999,-23911.75000000001,60686.60000000001,45317.18,-3957.12,1188.24,-52140.02000000003
56,-10710.68,-3685.87,-715.85,-1978.5,-2175.48,5304.0,11104.0,4504.0,1504.0,1167.9099999999999,-258235.24000000008,-279280.85,-20123.60000000001,60212.10000000001,46319.60999999999,-4057.12,1188.24,-54908.90000000005
57,-10210.68,-3385.87,-715.85,-1978.5,-2175.48,5304.0,11104.0,4504.0,1585.25,1086.6599999999999,-263641.92000000004,-271862.72,-16335.450000000013,59737.60000000001,45312.03999999999,-4857.12,1188.24,-57777.78000000006
58,-9910.68,-3385.87,-715.85,-1978.5,-2175.48,5304.0,11104.0,4504.0,1585.25,1086.6599999999999,-268548.60000000003,-264144.58999999997,-12547.300000000012,59344.35000000001,44223.219999999994,-5117.12,1188.24,-61446.66000000006
59,-9910.68,-3385.87,-715.85,-1978.5,-2175.48,5304.0,11104.0,4504.0,1585.25,1086.6599999999999,-273155.28,-256426.45999999993,-8759.15000000001,58951.10000000001,43134.39999999999,-5020.12,1188.24,-65375.540000000066
60,-9910.68,-3385.87,-915.85,-1778.5,-2175.48,5304.0,11104.0,4504.0,1585.25,1086.6599999999999,-277761.96,-248708.32999999996,-4971.000000000009,58557.85000000001,42045.57999999999,-5020.12,25.99,-69207.42000000001
61,-9934.68,-3361.87,-915.85,-1778.5,-2175.48,5304.0,11104.0,4504.0,1585.25,1086.6599999999999,-282368.64,-240990.19999999995,-1382.8500000000072,58364.60000000001,40956.75999999999,-5020.12,25.99,-74201.55000000002
62,-9926.68,-3361.87,-915.85,-1802.5,-2551.48,5304.0,11104.0,4504.0,1585.25,1086.6599999999999,-286999.32,-233248.06999999995,2205.299999999995,58171.35000000001,39867.93999999998,-5028.12,25.99,-79195.68000000002
63,-9926.68,-3361.87,-923.85,-1794.5,-2576.48,5304.0,11104.0,4504.0,1585.25,1086.6599999999999,-291622.0,-225505.93999999994,5793.449999999997,57954.10000000001,38403.11999999998,-5028.12,25.99,-84197.81000000003
64,-10226.68,-3061.87,-923.85,-1794.5,-2576.48,5304.0,11104.0,4504.0,1585.25,1086.6599999999999,-296244.68,-217763.80999999994,9373.599999999999,57744.85000000001,36913.29999999998,-5028.12,6.0,-89199.94000000003
65,-9926.68,-3061.87,-923.85,-1794.5,-2576.48,5304.0,11104.0,4504.0,1585.25,1086.6599999999999,-301167.36,-209721.67999999996,12953.75,57535.60000000001,35423.479999999974,-5328.12,6.0,-94222.06000000004
66,-9926.68,-3061.87,-923.85,-1794.5,-4076.48,5304.0,11104.0,6004.0,85.25,1086.6599999999999,-305790.04000000004,-201679.54999999996,16533.9,57326.35000000001,33933.659999999974,-5328.12,6.0,-99544.18000000005
67,-9926.68,-3361.87,-623.85,-1794.5,-4076.48,5304.0,11104.0,6004.0,85.25,1086.6599999999999,-310412.72000000003,-193637.41999999995,21614.050000000003,55617.10000000001,30943.839999999975,-5328.12,6.0,-104866.30000000006
68,-9926.68,-3361.87,-623.85,-1794.5,-4076.48,5304.0,11104.0,6004.0,85.25,1686.6599999999999,-315035.4,-185895.28999999995,26994.20000000001,53907.85000000001,27954.019999999975,-5328.12,6.0,-110188.42000000007
69,-9926.68,-3361.87,-623.85,-1794.5,-4076.48,5304.0,11104.0,6004.0,85.25,4686.66,-319658.08,-178153.15999999997,32374.350000000013,52198.60000000001,25564.199999999975,-5328.12,6.0,-115510.54000000008
70,-9926.68,-3361.87,-623.85,-1794.5,-4076.48,5304.0,11104.0,6004.0,117.87,4654.04,-324280.76,-170411.02999999997,37754.500000000015,50489.35000000001,26174.379999999972,-5328.12,6.0,-120832.66000000009
71,-12486.05,-802.5,-623.85,-1794.5,-4076.48,5304.0,11104.0,6004.0,117.87,4654.04,-328903.44,-162668.89999999997,43134.650000000016,48812.72000000001,26751.93999999997,-5328.12,4.0,-126154.7800000001
72,-12186.05,-802.5,-1341.85,-1118.94,-4034.04,5304.0,11104.0,6004.0,117.87,4654.04,-336085.49,-152367.39999999997,48514.80000000002,47136.09000000001,27329.499999999967,-2961.5,4.0,-131478.9000000001
73,-4436.87,-802.5,-1341.85,-1118.94,-4034.04,5304.0,11104.0,6004.0,117.87,4654.04,-342967.54,-142065.89999999997,53176.95000000002,46135.02000000001,27949.499999999967,-10710.68,4.0,-134436.4000000001
74,-4436.87,-815.85,-1778.5,-668.94,-4034.04,5304.0,11104.0,6004.0,117.87,4654.04,-342100.41,-131764.4,57839.10000000002,45133.95000000001,28569.499999999975,-10359.68,4.0,-145143.0800000001
75,-4585.9400000000005,-4770.780000000001,-3827.63,-4099.36,-2128.1500000000005,3135.8900000000003,4087.34,3589.7599999999998,9253.3,1369.43,130195.17000000019,108121.91000000019,76304.16000000022,140843.23000000016,215663.17000000016,-5234.280000000001,9748.820000000002,55977.58000000023
76,-4533.150000000001,-4789.66,-3818.43,-4189.86,-2040.1700000000003,3135.8900000000003,4087.34,7089.76,5848.06,1274.67,128745.1200000002,107438.47000000018,76066.29000000021,145997.17000000016,214904.45000000016,-5158.860000000001,9459.260000000002,60492.12000000021
77,-4575.970000000001,-4713.43,-4201.05,-3796.44,-2050.9700000000003,2681.3500000000004,4216.4400000000005,7025.4,5783.320000000001,1274.67,127347.8600000002,106736.1500000002,79337.62000000021,147655.37000000017,214138.95000000016,-5164.280000000001,9913.8,64792.520000000215
78,-4719.860000000001,-4757.3099999999995,-4193.27,-3627.89,-2108.28,2681.3500000000004,4322.73,7255.820000000001,5446.610000000001,1274.67,125453.24000000021,106239.16000000018,82161.9700000002,149642.25000000017,213362.6500000002,-4816.500000000001,9913.8,69542.04000000024
79,-5186.53,-4393.53,-4173.2699999999995,-3647.94,-2200.83,5281.349999999999,1722.73,7255.820000000001,5756.610000000001,964.67,123414.73000000019,105804.5800000002,85224.5200000002,151460.97000000018,212529.04000000015,-4685.6900000000005,8850.17,74639.34000000023
80,-5176.95,-4391.400000000001,-4100.320000000001,-3679.34,-2593.5300000000007,5281.349999999999,1918.15,7060.400000000001,5756.610000000001,964.67,123509.55000000019,103133.7800000002,88307.07000000021,153569.64000000016,211292.88000000015,-4685.620000000001,8850.17,78803.82000000023
81,-8612.980000000001,-7631.76,-3737.52,-17627.199999999997,-17807.26,9948.68,9953.310000000001,3600.21,20371.469999999998,18293.0,-147673.34999999995,-92676.78999999994,-83072.28999999992,-52740.90999999992,-9789.669999999976,-9352.98,10725.939999999999,-202386.4999999999
82,-8303.78,-7613.04,-3772.32,-17664.289999999997,-17747.36,9948.68,9953.310000000001,4400.21,19571.469999999998,18293.0,-146337.64999999994,-90355.23999999995,-83209.59999999993,-49996.63999999993,-9303.929999999975,-9529.67,10725.939999999999,-201013.53999999992
83,-3116.95,-291.0,-200.0,-1250.0,-23963.790000000005,3547.0,291.85,200.0,1250.0,1800.0,-17815.229999999756,-12463.819999999758,-12576.599999999753,-17260.899999999754,-369892.12999999966,-579.9000000000001,1050.0,-28304.899999999747
84,-2719.67,-291.0,-200.0,-1250.0,-23963.790000000005,3547.0,291.85,200.0,1250.0,1800.0,-17385.179999999753,-12462.969999999757,-12576.599999999753,-17260.899999999754,-392055.9199999997,-977.1799999999998,1050.0,-27834.79999999975
85,-2719.67,-432.84999999999997,-58.15,-1250.0,-23981.790000000005,3547.0,291.85,200.0,1250.0,1800.0,-16557.84999999975,-12462.119999999757,-12576.599999999753,-17260.899999999754,-414219.7099999997,-977.1799999999998,1050.0,-27761.97999999975
86,-2602.77,-432.84999999999997,-1290.15,-18.0,-23981.790000000005,3547.0,291.85,200.0,1250.0,1800.0,-15730.519999999753,-12603.119999999757,-12434.749999999753,-17260.899999999754,-436401.4999999997,-1094.08,1050.0,-27689.159999999745
87,-2586.79,-453.0,-1270.0,-18.0,-25502.250000000007,3547.0,291.85,200.0,1250.0,2400.0,-14786.289999999755,-12744.119999999757,-13524.89999999975,-16028.899999999752,-458583.28999999975,-1110.06,1050.0,-27733.239999999747
88,-2439.99,-471.0,-1252.0,-18.95,-25501.300000000007,3547.0,491.85,0.0,1250.0,2400.0,-13826.079999999756,-12905.269999999757,-14594.899999999749,-14796.899999999752,-481685.5399999997,-1256.86,1050.0,-27793.29999999975
89,-1521.68,-491.0,-1232.0,-18.95,-25753.600000000006,2047.0,491.85,0.0,1250.0,2400.0,-12719.069999999758,-12884.419999999756,-15846.899999999749,-13565.849999999751,-504786.83999999973,-2175.17,2550.0,-28000.159999999745
90,0.0,0.0,-18.0,-1143.1999999999998,-17903.899999999998,0.0,0.0,0.0,601.63,12443.1,41791.200000000004,41791.200000000004,41287.200000000004,36813.71999999999,-171714.50000000012,0.0,0.0,41791.200000000004
91,0.0,0.0,-30.6,-4297.49,-14759.3,0.0,0.0,0.0,1694.38,11350.35,41791.200000000004,41791.200000000004,41269.200000000004,36272.149999999994,-177175.3000000001,0.0,0.0,41791.200000000004
92,0.0,-18.0,-12.6,-4533.799999999999,-14540.99,0.0,0.0,0.0,1694.38,11350.35,41791.200000000004,41791.200000000004,41238.600000000006,33669.039999999986,-180584.2500000001,0.0,0.0,41791.200000000004
93,0.0,-18.0,-30.6,-4515.799999999999,-14540.99,0.0,0.0,0.0,1694.38,12039.679999999998,41791.200000000004,41773.200000000004,41226.0,30829.619999999984,-183774.89000000007,0.0,0.0,41791.200000000004
94,0.0,-18.0,-30.6,-9515.800000000001,-9630.97,0.0,0.0,0.0,2169.26,12166.43,41791.200000000004,41755.200000000004,41195.4,28008.199999999986,-186276.2000000001,0.0,0.0,41791.200000000004
95,0.0,-18.0,-630.6,-8915.800000000001,-9630.97,0.0,0.0,0.0,2773.29,11562.4,41791.200000000004,41737.200000000004,41164.8,20661.659999999985,-183740.7400000001,0.0,0.0,41791.200000000004
96,-685.1899999999999,-488.49000000000007,-402.38,-129.35,-26.990000000000002,583.41,1138.53,369.0799999999999,468.22,144.53,341.23999999997994,2945.289999999981,16075.179999999988,20407.259999999995,28655.089999999993,-409.86,555.4599999999999,-4087.59000000002
97,-685.1899999999999,-523.59,-367.28,-129.35,-26.990000000000002,530.0899999999999,1157.24,369.43999999999994,507.10999999999996,86.57,239.45999999998,3595.329999999981,16041.879999999988,20746.12999999999,28772.629999999994,-341.26,556.9799999999998,-3941.9900000000207
98,-685.1899999999999,-587.3900000000001,-373.9699999999999,-58.86,-27.990000000000002,530.0899999999999,1171.4499999999998,362.03,512.5799999999999,70.42,84.35999999998008,4228.9799999999805,16044.03999999999,21123.889999999992,28832.209999999992,-341.26,556.6699999999998,-3726.2700000000204
99,-706.3799999999999,-566.2,-373.9699999999999,-58.86,-45.99,597.9100000000001,1089.01,373.15999999999997,502.52,71.39000000000001,-70.74000000001965,4813.039999999982,16032.099999999991,21577.609999999993,28874.639999999992,-329.26,581.1699999999998,-3510.8600000000206
100,-704.2199999999999,-507.96000000000004,-373.9699999999999,-58.86,-45.99,661.65,1025.41,368.52,502.52,71.39000000000001,-179.2100000000196,5335.849999999982,16031.289999999992,22021.269999999993,28900.039999999994,-389.66,495.8099999999999,-3258.9500000000207
101,-774.81,-437.37,-373.9699999999999,-58.86,-45.99,647.4399999999999,1039.62,354.31,502.52,71.39000000000001,-221.78000000001956,5853.299999999984,16025.839999999993,22464.929999999993,28925.43999999999,-389.66,495.18999999999994,-3152.8000000000206
102,-764.91,-437.37,-373.9699999999999,-67.86,-36.99,638.0899999999999,1054.45,348.93000000000006,492.2,63.00000000000001,-349.15000000001965,6455.549999999983,16006.17999999999,22908.589999999993,28950.839999999993,-363.8,499.5899999999999,-3047.270000000021
103,-764.91,-437.37,-373.9699999999999,-67.86,-36.99,652.04,1040.24,364.73,484.78999999999996,54.61000000000001,-475.9700000000195,7072.629999999984,15981.13999999999,23332.92999999999,28976.84999999999,-363.8,495.34999999999997,-2911.480000000021
104,-764.91,-459.27,-352.06999999999994,-67.86,-36.99,657.16,1037.3299999999997,367.38,476.66999999999996,241.62,-588.8400000000196,7675.499999999983,15971.899999999989,23749.85999999999,28994.469999999994,-321.37,490.84999999999997,-2779.9300000000208
105,-782.93,-1398.79,-2185.54,-2458.4200000000005,-2833.4300000000003,1740.1,70.1,1977.44,2986.04,2035.1,18731.520000000026,29408.08000000005,20332.780000000017,6507.010000000043,2610.900000000044,-1725.3600000000004,2078.62,28404.40000000006
106,-782.93,-1402.29,-2227.0,-2413.4600000000005,-2986.9300000000003,1740.1,70.1,1977.44,3006.04,2015.1,19688.690000000028,28079.390000000047,20124.680000000022,7034.630000000043,1812.5700000000443,-1725.3600000000004,2078.62,28757.660000000058
107,-782.93,-1402.29,-2227.0,-2413.4600000000005,-2986.9300000000003,1720.1,70.1,2005.43,2978.05,2015.1,20645.86000000003,26747.200000000044,19875.120000000024,7627.210000000043,840.7400000000459,-1725.3600000000004,2078.62,29110.92000000006
108,-782.93,-1402.29,-2227.0,-2413.4600000000005,-2986.9300000000003,1790.1,20.1,2805.43,2158.05,3734.07,21583.03000000003,25415.010000000042,19653.550000000025,8191.800000000043,-131.08999999995405,-1725.3600000000004,2078.62,29464.18000000006
109,-782.93,-1402.29,-2227.0,-2413.4600000000005,-2986.9300000000003,1790.1,20.1,2805.43,2158.05,3734.07,22590.20000000003,24032.82000000004,20231.980000000025,7936.390000000043,616.0500000000463,-1725.3600000000004,648.62,29817.440000000057
110,-782.93,-1402.29,-2227.0,-2413.4600000000005,-3036.9300000000003,1790.1,20.1,2805.43,2158.05,3734.07,23597.37000000003,22650.63000000004,20810.410000000025,7680.980000000043,1363.190000000045,-1725.3600000000004,648.62,28740.700000000055
111,-782.93,-1402.29,-2227.0,-2413.4600000000005,-3036.9300000000003,1790.1,20.1,2848.7299999999996,2114.75,3734.07,24604.54000000003,21268.44000000004,21388.84000000003,7425.570000000043,2060.3300000000445,-1725.3600000000004,610.1,27663.960000000054
112,-782.93,-1402.29,-2227.0,-2913.4600000000005,-2536.9300000000003,1790.1,20.1,2848.7299999999996,2114.75,3734.07,25611.710000000032,19886.250000000036,22010.570000000025,7126.860000000044,2757.470000000044,-1725.3600000000004,610.1,26548.700000000055
